regulatoryGene	targetGene	weight	TF_gene	TF
Nitab4.5_0001317g0160	Nitab4.5_0007994g0010	0.045931602	bZIP	TF
Nitab4.5_0000058g0020	Nitab4.5_0005006g0040	0.04592709	AP2-EREBP	TF
Nitab4.5_0009514g0070	Nitab4.5_0003546g0010	0.045920219	PLATZ	TF
Nitab4.5_0013336g0010	Nitab4.5_0004868g0010	0.045919133	ARF	TF
Nitab4.5_0000188g0310	Nitab4.5_0007734g0030	0.045915668	NAC	TF
Nitab4.5_0004682g0020	Nitab4.5_0003089g0010	0.045885493	AP2-EREBP	TF
Nitab4.5_0000208g0350	Nitab4.5_0003699g0010	0.045883198	bHLH	TF
Nitab4.5_0025760g0010	Nitab4.5_0006329g0010	0.045877838	WRKY	TF
Nitab4.5_0002367g0010	Nitab4.5_0001239g0110	0.045869346	ARF	TF
Nitab4.5_0001603g0110	Nitab4.5_0007255g0010	0.04586928	WRKY	TF
Nitab4.5_0010633g0050	Nitab4.5_0005722g0010	0.045864943	MYB	TF
Nitab4.5_0007386g0010	Nitab4.5_0001840g0060	0.045855615	bZIP	TF
Nitab4.5_0001317g0160	Nitab4.5_0001657g0060	0.045854848	bZIP	TF
Nitab4.5_0001930g0010	Nitab4.5_0000259g0230	0.045834742	mTERF	TF
Nitab4.5_0000913g0020	Nitab4.5_0003721g0030	0.045830241	NAC	TF
Nitab4.5_0000208g0350	Nitab4.5_0010884g0020	0.045828077	bHLH	TF
Nitab4.5_0000227g0160	Nitab4.5_0000174g0050	0.045820331	C3H	TF
Nitab4.5_0008692g0010	Nitab4.5_0000907g0090	0.045808965	C2C2-Dof	TF
Nitab4.5_0001865g0010	Nitab4.5_0000322g0190	0.045802723	HB	TF
Nitab4.5_0000989g0080	Nitab4.5_0000650g0090	0.045788	C2C2-CO-like	TF
Nitab4.5_0001865g0010	Nitab4.5_0002345g0080	0.045762878	HB	TF
Nitab4.5_0002904g0100	Nitab4.5_0012783g0010	0.045746254	HSF	TF
Nitab4.5_0001778g0090	Nitab4.5_0004920g0030	0.045746176	HSF	TF
Nitab4.5_0000308g0140	Nitab4.5_0002737g0090	0.045742568	mTERF	TF
Nitab4.5_0010689g0010	Nitab4.5_0002773g0050	0.045738055	G2-like	TF
Nitab4.5_0001204g0100	Nitab4.5_0004941g0010	0.045733453	NAC	TF
Nitab4.5_0001930g0010	Nitab4.5_0006300g0050	0.045724338	mTERF	TF
Nitab4.5_0010572g0010	Nitab4.5_0000131g0250	0.045722059	HB	TF
Nitab4.5_0006144g0030	Nitab4.5_0005357g0020	0.045720657	MYB	TF
Nitab4.5_0009939g0010	Nitab4.5_0000108g0050	0.045717576	HSF	TF
Nitab4.5_0002260g0010	Nitab4.5_0000090g0230	0.045708094	bHLH	TF
Nitab4.5_0003219g0010	Nitab4.5_0009785g0060	0.045695426	AP2-EREBP	TF
Nitab4.5_0007330g0040	Nitab4.5_0007793g0020	0.045692424	DBP	TF
Nitab4.5_0001962g0080	Nitab4.5_0000681g0250	0.045687445	RWP-RK	TF
Nitab4.5_0002419g0050	Nitab4.5_0006088g0020	0.045687288	AP2-EREBP	TF
Nitab4.5_0001546g0010	Nitab4.5_0002590g0030	0.045682157	Tify	TF
Nitab4.5_0001610g0040	Nitab4.5_0000919g0010	0.045679437	NAC	TF
Nitab4.5_0001982g0010	Nitab4.5_0002405g0050	0.045674405	C2C2-CO-like	TF
Nitab4.5_0000005g0090	Nitab4.5_0003300g0020	0.045667832	MYB	TF
Nitab4.5_0005993g0040	Nitab4.5_0000769g0180	0.04565519	NAC	TF
Nitab4.5_0005379g0040	Nitab4.5_0001756g0090	0.04564065	TCP	TF
Nitab4.5_0003182g0070	Nitab4.5_0006456g0040	0.045640333	MADS	TF
Nitab4.5_0000040g0110	Nitab4.5_0004300g0180	0.045622728	NAC	TF
Nitab4.5_0001861g0090	Nitab4.5_0002269g0030	0.04560623	HB	TF
Nitab4.5_0001865g0010	Nitab4.5_0000118g0060	0.045596614	HB	TF
Nitab4.5_0000497g0200	Nitab4.5_0001961g0080	0.045586808	LIM	TF
Nitab4.5_0001762g0010	Nitab4.5_0000639g0240	0.045576711	HSF	TF
Nitab4.5_0000497g0200	Nitab4.5_0000296g0110	0.045573522	LIM	TF
Nitab4.5_0009714g0010	Nitab4.5_0002814g0030	0.045539283	MYB	TF
Nitab4.5_0025760g0010	Nitab4.5_0003290g0030	0.04553784	WRKY	TF
Nitab4.5_0010472g0010	Nitab4.5_0000895g0250	0.045532784	HSF	TF
Nitab4.5_0001962g0080	Nitab4.5_0007495g0040	0.045526388	RWP-RK	TF
Nitab4.5_0007373g0010	Nitab4.5_0000566g0270	0.045517576	ARF	TF
Nitab4.5_0002289g0130	Nitab4.5_0001106g0080	0.045496328	AP2-EREBP	TF
Nitab4.5_0011320g0010	Nitab4.5_0001401g0180	0.045493177	C2C2-Dof	TF
Nitab4.5_0005648g0020	Nitab4.5_0000305g0340	0.045488241	HSF	TF
Nitab4.5_0007283g0060	Nitab4.5_0006574g0010	0.045481985	HB	TF
Nitab4.5_0000944g0030	Nitab4.5_0000524g0100	0.045479166	C2H2	TF
Nitab4.5_0000188g0310	Nitab4.5_0000357g0360	0.045476452	NAC	TF
Nitab4.5_0006156g0010	Nitab4.5_0004914g0020	0.045437062	S1Fa-like	TF
Nitab4.5_0007373g0010	Nitab4.5_0000620g0020	0.045431087	ARF	TF
Nitab4.5_0011669g0010	Nitab4.5_0000886g0090	0.045426652	Tify	TF
Nitab4.5_0025760g0010	Nitab4.5_0003242g0030	0.045425691	WRKY	TF
Nitab4.5_0000974g0020	Nitab4.5_0009708g0010	0.045405982	C2C2-CO-like	TF
Nitab4.5_0012899g0010	Nitab4.5_0001591g0020	0.045404913	AP2-EREBP	TF
Nitab4.5_0001231g0050	Nitab4.5_0014121g0010	0.04539697	AP2-EREBP	TF
Nitab4.5_0000989g0080	Nitab4.5_0018837g0020	0.045392761	C2C2-CO-like	TF
Nitab4.5_0014751g0010	Nitab4.5_0004868g0010	0.045386925	C2H2	TF
Nitab4.5_0002419g0050	Nitab4.5_0000628g0130	0.045386105	AP2-EREBP	TF
Nitab4.5_0001930g0010	Nitab4.5_0018837g0020	0.045375081	mTERF	TF
Nitab4.5_0001180g0220	Nitab4.5_0005754g0060	0.04534879	MYB	TF
Nitab4.5_0006156g0010	Nitab4.5_0000083g0170	0.045347402	S1Fa-like	TF
Nitab4.5_0010633g0050	Nitab4.5_0006456g0040	0.045339437	MYB	TF
Nitab4.5_0004441g0010	Nitab4.5_0004360g0080	0.045338218	HSF	TF
Nitab4.5_0025760g0010	Nitab4.5_0001646g0050	0.045334011	WRKY	TF
Nitab4.5_0025760g0010	Nitab4.5_0000365g0100	0.045327355	WRKY	TF
Nitab4.5_0003182g0070	Nitab4.5_0004981g0050	0.045326147	MADS	TF
Nitab4.5_0000178g0130	Nitab4.5_0004290g0040	0.045295817	MYB	TF
Nitab4.5_0011669g0010	Nitab4.5_0005176g0020	0.045288463	Tify	TF
Nitab4.5_0000280g0010	Nitab4.5_0000856g0210	0.045274123	AP2-EREBP	TF
Nitab4.5_0009714g0010	Nitab4.5_0002859g0140	0.045270014	MYB	TF
Nitab4.5_0009447g0010	Nitab4.5_0007628g0040	0.045237011	bZIP	TF
Nitab4.5_0006850g0020	Nitab4.5_0002236g0020	0.045233402	bHLH	TF
Nitab4.5_0000188g0310	Nitab4.5_0005710g0040	0.045218692	NAC	TF
Nitab4.5_0007375g0020	Nitab4.5_0000635g0040	0.045180798	WRKY	TF
Nitab4.5_0001317g0160	Nitab4.5_0001318g0050	0.045142027	bZIP	TF
Nitab4.5_0003182g0070	Nitab4.5_0000595g0010	0.045130366	MADS	TF
Nitab4.5_0009447g0010	Nitab4.5_0012878g0010	0.045123897	bZIP	TF
Nitab4.5_0009714g0010	Nitab4.5_0005710g0070	0.045079498	MYB	TF
Nitab4.5_0007330g0040	Nitab4.5_0002910g0010	0.045075728	DBP	TF
Nitab4.5_0010381g0010	Nitab4.5_0000306g0180	0.04504993	bHLH	TF
Nitab4.5_0000892g0150	Nitab4.5_0007236g0030	0.045037042	HB	TF
Nitab4.5_0009447g0010	Nitab4.5_0008213g0070	0.04503629	bZIP	TF
Nitab4.5_0000850g0070	Nitab4.5_0005250g0030	0.044998485	G2-like	TF
Nitab4.5_0000070g0110	Nitab4.5_0006398g0030	0.044998143	MYB	TF
Nitab4.5_0005176g0020	Nitab4.5_0000178g0130	0.044997567	C2H2	TF
Nitab4.5_0008025g0010	Nitab4.5_0001819g0030	0.044987288	C2H2	TF
Nitab4.5_0000644g0190	Nitab4.5_0000115g0010	0.044978757	C3H	TF
Nitab4.5_0001865g0010	Nitab4.5_0004013g0020	0.044976703	HB	TF
Nitab4.5_0025760g0010	Nitab4.5_0003991g0020	0.044975699	WRKY	TF
Nitab4.5_0002881g0030	Nitab4.5_0001132g0010	0.044966805	bHLH	TF
Nitab4.5_0004614g0010	Nitab4.5_0002799g0040	0.04494553	MYB	TF
Nitab4.5_0003477g0040	Nitab4.5_0011186g0020	0.04494449	bHLH	TF
Nitab4.5_0004752g0020	Nitab4.5_0001284g0060	0.044934564	mTERF	TF
Nitab4.5_0001865g0010	Nitab4.5_0000108g0050	0.044923581	HB	TF
Nitab4.5_0003309g0010	Nitab4.5_0006088g0020	0.044912951	zf-HD	TF
Nitab4.5_0001180g0220	Nitab4.5_0018206g0010	0.044892719	MYB	TF
Nitab4.5_0000497g0200	Nitab4.5_0000394g0080	0.044888163	LIM	TF
Nitab4.5_0009714g0010	Nitab4.5_0002567g0020	0.044879159	MYB	TF
Nitab4.5_0004441g0010	Nitab4.5_0002574g0060	0.044865045	HSF	TF
Nitab4.5_0007527g0010	Nitab4.5_0008134g0020	0.044846283	C2C2-GATA	TF
Nitab4.5_0001962g0080	Nitab4.5_0000188g0310	0.044824733	RWP-RK	TF
Nitab4.5_0010053g0010	Nitab4.5_0002346g0050	0.044817475	HB	TF
Nitab4.5_0003437g0010	Nitab4.5_0001217g0040	0.044804434	PLATZ	TF
Nitab4.5_0004300g0180	Nitab4.5_0000550g0080	0.044775933	NAC	TF
Nitab4.5_0000287g0240	Nitab4.5_0000688g0210	0.04476162	bZIP	TF
Nitab4.5_0007571g0020	Nitab4.5_0000465g0140	0.044758779	AP2-EREBP	TF
Nitab4.5_0010633g0050	Nitab4.5_0014911g0010	0.044737953	MYB	TF
Nitab4.5_0006787g0040	Nitab4.5_0000625g0080	0.044736211	C3H	TF
Nitab4.5_0012806g0010	Nitab4.5_0006594g0020	0.04473062	C2H2	TF
Nitab4.5_0000284g0090	Nitab4.5_0009181g0010	0.044718487	TAZ	TF
Nitab4.5_0001930g0010	Nitab4.5_0002285g0060	0.044704703	mTERF	TF
Nitab4.5_0000850g0070	Nitab4.5_0007189g0010	0.044702041	G2-like	TF
Nitab4.5_0001610g0040	Nitab4.5_0000040g0470	0.044668775	NAC	TF
Nitab4.5_0000913g0020	Nitab4.5_0004017g0010	0.044668196	NAC	TF
Nitab4.5_0025760g0010	Nitab4.5_0003322g0020	0.044645763	WRKY	TF
Nitab4.5_0001180g0220	Nitab4.5_0000565g0130	0.044632151	MYB	TF
Nitab4.5_0007375g0020	Nitab4.5_0000365g0100	0.044619187	WRKY	TF
Nitab4.5_0002419g0050	Nitab4.5_0006329g0010	0.044592903	AP2-EREBP	TF
Nitab4.5_0025760g0010	Nitab4.5_0000630g0090	0.04457982	WRKY	TF
Nitab4.5_0001930g0010	Nitab4.5_0000652g0210	0.044578424	mTERF	TF
Nitab4.5_0007956g0050	Nitab4.5_0006318g0010	0.044558684	LOB	TF
Nitab4.5_0000308g0220	Nitab4.5_0002574g0050	0.044546672	bHLH	TF
Nitab4.5_0025760g0010	Nitab4.5_0000200g0220	0.044541105	WRKY	TF
Nitab4.5_0004605g0080	Nitab4.5_0002613g0030	0.044527895	HB	TF
Nitab4.5_0001930g0010	Nitab4.5_0000592g0320	0.044523891	mTERF	TF
Nitab4.5_0001762g0010	Nitab4.5_0008046g0010	0.044518788	HSF	TF
Nitab4.5_0002289g0130	Nitab4.5_0000254g0250	0.04449493	AP2-EREBP	TF
Nitab4.5_0000188g0310	Nitab4.5_0009370g0010	0.044477363	NAC	TF
Nitab4.5_0000092g0120	Nitab4.5_0000130g0040	0.04447279	GRAS	TF
Nitab4.5_0000280g0010	Nitab4.5_0002182g0080	0.044444199	AP2-EREBP	TF
Nitab4.5_0000188g0310	Nitab4.5_0004097g0050	0.04443971	NAC	TF
Nitab4.5_0003039g0040	Nitab4.5_0002823g0100	0.044432459	AP2-EREBP	TF
Nitab4.5_0000974g0020	Nitab4.5_0001239g0110	0.044427068	C2C2-CO-like	TF
Nitab4.5_0007387g0010	Nitab4.5_0003721g0030	0.044425283	C3H	TF
Nitab4.5_0003182g0070	Nitab4.5_0000814g0020	0.044423095	MADS	TF
Nitab4.5_0005993g0040	Nitab4.5_0006392g0050	0.044418624	NAC	TF
Nitab4.5_0015619g0010	Nitab4.5_0013616g0020	0.044418562	ABI3VP1	TF
Nitab4.5_0001603g0110	Nitab4.5_0000168g0140	0.044411864	WRKY	TF
Nitab4.5_0005992g0010	Nitab4.5_0001756g0090	0.044400589	WRKY	TF
Nitab4.5_0004614g0010	Nitab4.5_0000676g0010	0.044399343	MYB	TF
Nitab4.5_0001762g0010	Nitab4.5_0001013g0090	0.044394354	HSF	TF
Nitab4.5_0003774g0010	Nitab4.5_0002152g0010	0.044385129	MADS	TF
Nitab4.5_0000284g0090	Nitab4.5_0001120g0010	0.044343206	TAZ	TF
Nitab4.5_0003774g0010	Nitab4.5_0001264g0130	0.044336148	MADS	TF
Nitab4.5_0007956g0050	Nitab4.5_0002265g0140	0.044325367	LOB	TF
Nitab4.5_0001778g0090	Nitab4.5_0001565g0040	0.044308865	HSF	TF
Nitab4.5_0005379g0040	Nitab4.5_0012487g0020	0.044304568	TCP	TF
Nitab4.5_0004657g0030	Nitab4.5_0001032g0030	0.044300587	ARF	TF
Nitab4.5_0000533g0010	Nitab4.5_0001255g0040	0.044296057	AP2-EREBP	TF
Nitab4.5_0000599g0020	Nitab4.5_0000287g0330	0.044289713	MADS	TF
Nitab4.5_0007330g0040	Nitab4.5_0011883g0030	0.044289402	DBP	TF
Nitab4.5_0000888g0030	Nitab4.5_0002095g0040	0.044287631	AP2-EREBP	TF
Nitab4.5_0004752g0020	Nitab4.5_0002773g0050	0.044284223	mTERF	TF
Nitab4.5_0007665g0050	Nitab4.5_0000006g0380	0.044284016	ARF	TF
Nitab4.5_0003309g0010	Nitab4.5_0014188g0010	0.044269744	zf-HD	TF
Nitab4.5_0000850g0070	Nitab4.5_0005544g0070	0.044262383	G2-like	TF
Nitab4.5_0012899g0010	Nitab4.5_0006998g0020	0.044258617	AP2-EREBP	TF
Nitab4.5_0005233g0040	Nitab4.5_0007682g0010	0.044236904	AP2-EREBP	TF
Nitab4.5_0003182g0070	Nitab4.5_0005345g0050	0.044236084	MADS	TF
Nitab4.5_0003309g0010	Nitab4.5_0005400g0020	0.044230162	zf-HD	TF
Nitab4.5_0000020g0390	Nitab4.5_0010146g0020	0.044214408	OFP	TF
Nitab4.5_0000673g0080	Nitab4.5_0002130g0010	0.044198963	MYB	TF
Nitab4.5_0001962g0080	Nitab4.5_0000388g0110	0.044179654	RWP-RK	TF
Nitab4.5_0010053g0010	Nitab4.5_0002692g0050	0.0441669	HB	TF
Nitab4.5_0001735g0010	Nitab4.5_0005838g0020	0.044155012	C2H2	TF
Nitab4.5_0000188g0310	Nitab4.5_0001198g0230	0.044142026	NAC	TF
Nitab4.5_0013336g0010	Nitab4.5_0006893g0020	0.044134749	ARF	TF
Nitab4.5_0001930g0010	Nitab4.5_0010703g0010	0.044124779	mTERF	TF
Nitab4.5_0000308g0220	Nitab4.5_0000305g0020	0.044100337	bHLH	TF
Nitab4.5_0000284g0090	Nitab4.5_0000218g0060	0.044079738	TAZ	TF
Nitab4.5_0001555g0080	Nitab4.5_0007994g0010	0.044075178	DBP	TF
Nitab4.5_0004246g0040	Nitab4.5_0005042g0030	0.044070688	RWP-RK	TF
Nitab4.5_0001231g0050	Nitab4.5_0000296g0010	0.044069674	AP2-EREBP	TF
Nitab4.5_0000673g0080	Nitab4.5_0000305g0220	0.04404464	MYB	TF
Nitab4.5_0001997g0120	Nitab4.5_0001239g0110	0.044030806	MADS	TF
Nitab4.5_0000673g0080	Nitab4.5_0000101g0270	0.044028206	MYB	TF
Nitab4.5_0007956g0050	Nitab4.5_0000171g0310	0.044020246	LOB	TF
Nitab4.5_0004560g0020	Nitab4.5_0007375g0020	0.044018686	AP2-EREBP	TF
Nitab4.5_0002260g0010	Nitab4.5_0001891g0090	0.044012236	bHLH	TF
Nitab4.5_0006156g0010	Nitab4.5_0000926g0110	0.044002249	S1Fa-like	TF
Nitab4.5_0007480g0030	Nitab4.5_0002692g0050	0.0440003	bZIP	TF
Nitab4.5_0001428g0140	Nitab4.5_0003080g0080	0.043992738	bZIP	TF
Nitab4.5_0000005g0090	Nitab4.5_0000694g0110	0.043988176	MYB	TF
Nitab4.5_0001180g0060	Nitab4.5_0000639g0240	0.043985759	HB	TF
Nitab4.5_0001762g0010	Nitab4.5_0008580g0020	0.043982312	HSF	TF
Nitab4.5_0009447g0010	Nitab4.5_0005445g0050	0.043970282	bZIP	TF
Nitab4.5_0001610g0040	Nitab4.5_0000343g0140	0.043968197	NAC	TF
Nitab4.5_0001930g0010	Nitab4.5_0002814g0010	0.043961127	mTERF	TF
Nitab4.5_0002289g0130	Nitab4.5_0006456g0040	0.043961025	AP2-EREBP	TF
Nitab4.5_0001610g0040	Nitab4.5_0007189g0010	0.04395791	NAC	TF
Nitab4.5_0000040g0110	Nitab4.5_0004404g0010	0.043953907	NAC	TF
Nitab4.5_0007330g0040	Nitab4.5_0000388g0110	0.043944721	DBP	TF
Nitab4.5_0010381g0010	Nitab4.5_0001211g0060	0.043929558	bHLH	TF
Nitab4.5_0000850g0070	Nitab4.5_0001930g0010	0.04392491	G2-like	TF
Nitab4.5_0001555g0080	Nitab4.5_0002700g0150	0.043923141	DBP	TF
Nitab4.5_0003437g0010	Nitab4.5_0000697g0070	0.043899978	PLATZ	TF
Nitab4.5_0001163g0020	Nitab4.5_0004662g0030	0.043892681	CCAAT	TF
Nitab4.5_0001546g0010	Nitab4.5_0001145g0020	0.043891034	Tify	TF
Nitab4.5_0009714g0010	Nitab4.5_0001981g0010	0.043879887	MYB	TF
Nitab4.5_0002007g0060	Nitab4.5_0009676g0030	0.043878071	bZIP	TF
Nitab4.5_0004614g0010	Nitab4.5_0004516g0020	0.043871445	MYB	TF
Nitab4.5_0003182g0070	Nitab4.5_0013376g0010	0.043864196	MADS	TF
Nitab4.5_0012899g0010	Nitab4.5_0003083g0010	0.043862851	AP2-EREBP	TF
Nitab4.5_0001555g0080	Nitab4.5_0005006g0040	0.043862057	DBP	TF
Nitab4.5_0000568g0020	Nitab4.5_0001035g0010	0.043858591	C2C2-Dof	TF
Nitab4.5_0000989g0080	Nitab4.5_0001128g0010	0.043844514	C2C2-CO-like	TF
Nitab4.5_0001546g0010	Nitab4.5_0007254g0040	0.043840287	Tify	TF
Nitab4.5_0005992g0010	Nitab4.5_0000223g0130	0.043831845	WRKY	TF
Nitab4.5_0000188g0310	Nitab4.5_0006222g0020	0.043808888	NAC	TF
Nitab4.5_0005992g0010	Nitab4.5_0000652g0210	0.043771283	WRKY	TF
Nitab4.5_0001555g0080	Nitab4.5_0007628g0040	0.043766998	DBP	TF
Nitab4.5_0010572g0010	Nitab4.5_0009821g0010	0.043764076	HB	TF
Nitab4.5_0004657g0030	Nitab4.5_0010254g0060	0.04375152	ARF	TF
Nitab4.5_0001180g0220	Nitab4.5_0001714g0130	0.043743007	MYB	TF
Nitab4.5_0006479g0010	Nitab4.5_0002308g0070	0.04373641	AP2-EREBP	TF
Nitab4.5_0000188g0310	Nitab4.5_0008173g0030	0.043727435	NAC	TF
Nitab4.5_0001304g0070	Nitab4.5_0000006g0100	0.043723128	C2C2-Dof	TF
Nitab4.5_0000092g0120	Nitab4.5_0006133g0030	0.043716084	GRAS	TF
Nitab4.5_0001603g0110	Nitab4.5_0000212g0250	0.043715048	WRKY	TF
Nitab4.5_0001519g0010	Nitab4.5_0000231g0240	0.043712854	HSF	TF
Nitab4.5_0000850g0070	Nitab4.5_0003300g0020	0.043712231	G2-like	TF
Nitab4.5_0002234g0050	Nitab4.5_0000010g0030	0.043710881	GRAS	TF
Nitab4.5_0003083g0010	Nitab4.5_0000465g0140	0.043686585	C2C2-GATA	TF
Nitab4.5_0000989g0080	Nitab4.5_0009877g0020	0.043673064	C2C2-CO-like	TF
Nitab4.5_0000070g0110	Nitab4.5_0025760g0010	0.043665604	MYB	TF
Nitab4.5_0009714g0010	Nitab4.5_0003259g0070	0.043663301	MYB	TF
Nitab4.5_0001180g0220	Nitab4.5_0003136g0020	0.043652327	MYB	TF
Nitab4.5_0004642g0030	Nitab4.5_0000759g0290	0.043641226	C3H	TF
Nitab4.5_0000600g0080	Nitab4.5_0001833g0010	0.043613186	AP2-EREBP	TF
Nitab4.5_0000850g0070	Nitab4.5_0003624g0030	0.04360917	G2-like	TF
Nitab4.5_0000284g0090	Nitab4.5_0000006g0100	0.043605775	TAZ	TF
Nitab4.5_0003995g0040	Nitab4.5_0000388g0020	0.043598636	C2C2-Dof	TF
Nitab4.5_0005246g0010	Nitab4.5_0000907g0090	0.043591164	Tify	TF
Nitab4.5_0007375g0020	Nitab4.5_0000151g0410	0.043579177	WRKY	TF
Nitab4.5_0005756g0030	Nitab4.5_0000863g0240	0.043574044	bZIP	TF
Nitab4.5_0005992g0010	Nitab4.5_0001603g0110	0.043571168	WRKY	TF
Nitab4.5_0003309g0010	Nitab4.5_0009715g0010	0.043555869	zf-HD	TF
Nitab4.5_0001930g0010	Nitab4.5_0006300g0020	0.043549988	mTERF	TF
Nitab4.5_0001762g0010	Nitab4.5_0012806g0010	0.043534489	HSF	TF
Nitab4.5_0003309g0010	Nitab4.5_0004136g0010	0.043513924	zf-HD	TF
Nitab4.5_0000850g0070	Nitab4.5_0000351g0060	0.043510707	G2-like	TF
Nitab4.5_0002016g0030	Nitab4.5_0007310g0020	0.043504543	HSF	TF
Nitab4.5_0001591g0020	Nitab4.5_0000305g0020	0.043501369	WRKY	TF
Nitab4.5_0000021g0670	Nitab4.5_0000057g0010	0.043494568	HSF	TF
Nitab4.5_0003114g0010	Nitab4.5_0002857g0010	0.043487259	MYB	TF
Nitab4.5_0006144g0030	Nitab4.5_0002130g0010	0.043473574	MYB	TF
Nitab4.5_0000302g0200	Nitab4.5_0002700g0120	0.043461294	MYB	TF
Nitab4.5_0009939g0010	Nitab4.5_0005133g0050	0.043459943	HSF	TF
Nitab4.5_0000271g0230	Nitab4.5_0011130g0010	0.043459152	MYB	TF
Nitab4.5_0000368g0350	Nitab4.5_0003219g0010	0.043458788	GRAS	TF
Nitab4.5_0001546g0010	Nitab4.5_0000357g0100	0.043458736	Tify	TF
Nitab4.5_0000533g0010	Nitab4.5_0000368g0160	0.043454726	AP2-EREBP	TF
Nitab4.5_0007375g0020	Nitab4.5_0002717g0050	0.043452416	WRKY	TF
Nitab4.5_0004682g0020	Nitab4.5_0008791g0010	0.04345182	AP2-EREBP	TF
Nitab4.5_0001762g0010	Nitab4.5_0003039g0040	0.043451514	HSF	TF
Nitab4.5_0007375g0020	Nitab4.5_0004861g0030	0.043448086	WRKY	TF
Nitab4.5_0000895g0070	Nitab4.5_0010516g0040	0.043439119	MYB	TF
Nitab4.5_0001865g0010	Nitab4.5_0000565g0130	0.043436808	HB	TF
Nitab4.5_0005233g0040	Nitab4.5_0003322g0020	0.043429837	AP2-EREBP	TF
Nitab4.5_0001317g0160	Nitab4.5_0000508g0190	0.043420485	bZIP	TF
Nitab4.5_0006156g0010	Nitab4.5_0000027g0150	0.043407262	S1Fa-like	TF
Nitab4.5_0001200g0100	Nitab4.5_0001264g0130	0.043394637	AP2-EREBP	TF
Nitab4.5_0005379g0040	Nitab4.5_0002172g0020	0.043380909	TCP	TF
Nitab4.5_0000600g0080	Nitab4.5_0000496g0170	0.043375122	AP2-EREBP	TF
Nitab4.5_0006156g0010	Nitab4.5_0005050g0040	0.043364032	S1Fa-like	TF
Nitab4.5_0001735g0010	Nitab4.5_0003308g0030	0.04333153	C2H2	TF
Nitab4.5_0000188g0310	Nitab4.5_0012119g0010	0.043285877	NAC	TF
Nitab4.5_0006156g0010	Nitab4.5_0000944g0100	0.043283477	S1Fa-like	TF
Nitab4.5_0002003g0070	Nitab4.5_0000309g0240	0.043279278	LOB	TF
Nitab4.5_0005233g0040	Nitab4.5_0002331g0010	0.043259649	AP2-EREBP	TF
Nitab4.5_0005993g0040	Nitab4.5_0005958g0020	0.043254841	NAC	TF
Nitab4.5_0001519g0010	Nitab4.5_0009585g0020	0.04324997	HSF	TF
Nitab4.5_0005246g0010	Nitab4.5_0001200g0100	0.043244521	Tify	TF
Nitab4.5_0001304g0070	Nitab4.5_0000072g0600	0.043243119	C2C2-Dof	TF
Nitab4.5_0005709g0020	Nitab4.5_0002152g0010	0.04324102	TCP	TF
Nitab4.5_0000116g0020	Nitab4.5_0012445g0030	0.043237079	MYB	TF
Nitab4.5_0007375g0020	Nitab4.5_0005400g0020	0.043232552	WRKY	TF
Nitab4.5_0009714g0010	Nitab4.5_0001448g0030	0.043183104	MYB	TF
Nitab4.5_0014911g0010	Nitab4.5_0008210g0050	0.043171568	AP2-EREBP	TF
Nitab4.5_0007386g0010	Nitab4.5_0001202g0030	0.04316652	bZIP	TF
Nitab4.5_0005379g0040	Nitab4.5_0011047g0010	0.043164976	TCP	TF
Nitab4.5_0001163g0020	Nitab4.5_0010254g0060	0.043160822	CCAAT	TF
Nitab4.5_0025760g0010	Nitab4.5_0001094g0010	0.043133683	WRKY	TF
Nitab4.5_0000304g0070	Nitab4.5_0003208g0020	0.043132041	ARF	TF
Nitab4.5_0012899g0010	Nitab4.5_0000496g0170	0.043113909	AP2-EREBP	TF
Nitab4.5_0001163g0060	Nitab4.5_0005409g0020	0.043101713	C2H2	TF
Nitab4.5_0008488g0010	Nitab4.5_0000659g0110	0.043090534	MYB	TF
Nitab4.5_0000533g0010	Nitab4.5_0002095g0040	0.043089908	AP2-EREBP	TF
Nitab4.5_0001778g0090	Nitab4.5_0001310g0030	0.043085285	HSF	TF
Nitab4.5_0000188g0310	Nitab4.5_0002944g0140	0.043069668	NAC	TF
Nitab4.5_0000913g0020	Nitab4.5_0001800g0190	0.043062809	NAC	TF
Nitab4.5_0002289g0130	Nitab4.5_0003914g0020	0.043062011	AP2-EREBP	TF
Nitab4.5_0006156g0010	Nitab4.5_0000173g0240	0.043054853	S1Fa-like	TF
Nitab4.5_0005993g0040	Nitab4.5_0000053g0180	0.043048791	NAC	TF
Nitab4.5_0025760g0010	Nitab4.5_0001477g0080	0.043045052	WRKY	TF
Nitab4.5_0004282g0040	Nitab4.5_0000425g0210	0.043020306	C2H2	TF
Nitab4.5_0000989g0080	Nitab4.5_0001764g0010	0.043018503	C2C2-CO-like	TF
Nitab4.5_0000662g0120	Nitab4.5_0000057g0280	0.043007772	NAC	TF
Nitab4.5_0000280g0010	Nitab4.5_0004613g0080	0.04300215	AP2-EREBP	TF
Nitab4.5_0001536g0060	Nitab4.5_0001073g0090	0.04299928	bHLH	TF
Nitab4.5_0001592g0050	Nitab4.5_0006416g0010	0.042997759	bZIP	TF
Nitab4.5_0002863g0040	Nitab4.5_0000895g0110	0.042994112	C2C2-Dof	TF
Nitab4.5_0015619g0010	Nitab4.5_0000769g0190	0.042991726	ABI3VP1	TF
Nitab4.5_0007373g0010	Nitab4.5_0009821g0010	0.042982007	ARF	TF
